,FIPS_Code,State,Area_Name,Est_Population
1492,28111,MS,Perry County,11315.0
1493,28113,MS,Pike County,39394.0
1494,28115,MS,Pontotoc County,31535.0
1495,28117,MS,Prentiss County,25135.0
1496,28119,MS,Quitman County,5546.0
1497,28121,MS,Rankin County,160417.0
1498,28123,MS,Scott County,27507.0
1499,28125,MS,Sharkey County,3336.0
1500,28127,MS,Simpson County,25715.0
1501,28129,MS,Smith County,14099.0
1502,28131,MS,Stone County,18756.0
1503,28133,MS,Sunflower County,24468.0
1504,28135,MS,Tallahatchie County,11837.0
1505,28137,MS,Tate County,28261.0
1506,28139,MS,Tippah County,21287.0
1507,28141,MS,Tishomingo County,18507.0
1508,28143,MS,Tunica County,9234.0
1509,28145,MS,Union County,28284.0
1510,28147,MS,Walthall County,13863.0
1511,28149,MS,Warren County,42298.0
1512,28151,MS,Washington County,41946.0
1513,28153,MS,Wayne County,19703.0
1514,28155,MS,Webster County,9988.0
1515,28157,MS,Wilkinson County,8058.0
1516,28159,MS,Winston County,17416.0
1517,28161,MS,Yalobusha County,12386.0
1518,28163,MS,Yazoo County,25796.0
1519,29000,MO,Missouri,6196156.0
1520,29001,MO,Adair County,25122.0
1521,29003,MO,Andrew County,18127.0
1522,29005,MO,Atchison County,5107.0
1523,29007,MO,Audrain County,24394.0
1524,29009,MO,Barry County,35265.0
1525,29011,MO,Barton County,11731.0
1526,29013,MO,Bates County,16242.0
1527,29015,MO,Benton County,20552.0
1528,29017,MO,Bollinger County,10544.0
1529,29019,MO,Boone County,189463.0
1530,29021,MO,Buchanan County,82956.0
1531,29023,MO,Butler County,41948.0
1532,29025,MO,Caldwell County,8955.0
1533,29027,MO,Callaway County,44731.0
1534,29029,MO,Camden County,44044.0
1535,29031,MO,Cape Girardeau County,82984.0
1536,29033,MO,Carroll County,8391.0
1537,29035,MO,Carter County,5303.0
1538,29037,MO,Cass County,111732.0
1539,29039,MO,Cedar County,14672.0
1540,29041,MO,Chariton County,7399.0
1541,29043,MO,Christian County,94422.0
1542,29045,MO,Clark County,6641.0
1543,29047,MO,Clay County,259772.0
1544,29049,MO,Clinton County,21548.0
1545,29051,MO,Cole County,77278.0
1546,29053,MO,Cooper County,16947.0
1547,29055,MO,Crawford County,22719.0
1548,29057,MO,Dade County,7716.0
1549,29059,MO,Dallas County,17768.0
1550,29061,MO,Daviess County,8551.0
1551,29063,MO,DeKalb County,9899.0
1552,29065,MO,Dent County,14647.0
1553,29067,MO,Douglas County,12228.0
1554,29069,MO,Dunklin County,27032.0
1555,29071,MO,Franklin County,106404.0
1556,29073,MO,Gasconade County,14705.0
1557,29075,MO,Gentry County,6287.0
1558,29077,MO,Greene County,304611.0
1559,29079,MO,Grundy County,9815.0
1560,29081,MO,Harrison County,8220.0
1561,29083,MO,Henry County,22485.0
1562,29085,MO,Hickory County,8718.0
1563,29087,MO,Holt County,4248.0
1564,29089,MO,Howard County,10101.0
1565,29091,MO,Howell County,40735.0
1566,29093,MO,Iron County,9440.0
1567,29095,MO,Jackson County,718560.0
1568,29097,MO,Jasper County,125056.0
1569,29099,MO,Jefferson County,231230.0
1570,29101,MO,Johnson County,54962.0
1571,29103,MO,Knox County,3723.0
1572,29105,MO,Laclede County,36680.0
1573,29107,MO,Lafayette County,33196.0
1574,29109,MO,Lawrence County,38872.0
1575,29111,MO,Lewis County,9818.0
1576,29113,MO,Lincoln County,64699.0
1577,29115,MO,Linn County,11791.0
1578,29117,MO,Livingston County,14557.0
1579,29119,MO,McDonald County,23903.0
1580,29121,MO,Macon County,15161.0
1581,29123,MO,Madison County,12698.0
1582,29125,MO,Maries County,8430.0
1583,29127,MO,Marion County,28336.0
1584,29129,MO,Mercer County,3469.0
1585,29131,MO,Miller County,25590.0
1586,29133,MO,Mississippi County,11822.0
1587,29135,MO,Moniteau County,15256.0
1588,29137,MO,Monroe County,8698.0
1589,29139,MO,Montgomery County,11459.0
1590,29141,MO,Morgan County,21970.0
1591,29143,MO,New Madrid County,15424.0
1592,29145,MO,Newton County,60677.0
1593,29147,MO,Nodaway County,20695.0
1594,29149,MO,Oregon County,8720.0
1595,29151,MO,Osage County,13468.0
1596,29153,MO,Ozark County,8970.0
1597,29155,MO,Pemiscot County,14613.0
1598,29157,MO,Perry County,18950.0
1599,29159,MO,Pettis County,43530.0
1600,29161,MO,Phelps County,45284.0
1601,29163,MO,Pike County,17935.0
1602,29165,MO,Platte County,111940.0
1603,29167,MO,Polk County,32780.0
1604,29169,MO,Pulaski County,53812.0
1605,29171,MO,Putnam County,4638.0
1606,29173,MO,Ralls County,10489.0
1607,29175,MO,Randolph County,24109.0
1608,29177,MO,Ray County,23182.0
1609,29179,MO,Reynolds County,5950.0
1610,29181,MO,Ripley County,10806.0
1611,29183,MO,St. Charles County,416659.0
1612,29185,MO,St. Clair County,9752.0
1613,29186,MO,Ste. Genevieve County,18642.0
1614,29187,MO,St. Francois County,67058.0
1615,29189,MO,St. Louis County,987059.0
1616,29195,MO,Saline County,23049.0
1617,29197,MO,Schuyler County,4053.0
1618,29199,MO,Scotland County,4676.0
1619,29201,MO,Scott County,37889.0
1620,29203,MO,Shannon County,7238.0
1621,29205,MO,Shelby County,5931.0
1622,29207,MO,Stoddard County,28397.0
1623,29209,MO,Stone County,32658.0
1624,29211,MO,Sullivan County,5797.0
1625,29213,MO,Taney County,56775.0
1626,29215,MO,Texas County,25619.0
1627,29217,MO,Vernon County,19710.0
1628,29219,MO,Warren County,37806.0
1629,29221,MO,Washington County,23534.0
1630,29223,MO,Wayne County,10811.0
1631,29225,MO,Webster County,41472.0
1632,29227,MO,Worth County,1907.0
1633,29229,MO,Wright County,19403.0
1634,29510,MO,St. Louis city,281754.0
1635,30000,MT,Montana,1132812.0
1636,30001,MT,Beaverhead County,9885.0
1637,30003,MT,Big Horn County,12751.0
1638,30005,MT,Blaine County,6899.0
1639,30007,MT,Broadwater County,8032.0
1640,30009,MT,Carbon County,11419.0
1641,30011,MT,Carter County,1418.0
1642,30013,MT,Cascade County,84900.0
1643,30015,MT,Chouteau County,5847.0
1644,30017,MT,Custer County,11985.0
1645,30019,MT,Daniels County,1633.0
1646,30021,MT,Dawson County,8810.0
1647,30023,MT,Deer Lodge County,9673.0
1648,30025,MT,Fallon County,2994.0
1649,30027,MT,Fergus County,11772.0
1650,30029,MT,Flathead County,113679.0
1651,30031,MT,Gallatin County,126409.0
1652,30033,MT,Garfield County,1211.0
1653,30035,MT,Glacier County,13609.0
1654,30037,MT,Golden Valley County,835.0
1655,30039,MT,Granite County,3595.0
1656,30041,MT,Hill County,16276.0
1657,30043,MT,Jefferson County,13048.0
1658,30045,MT,Judith Basin County,2093.0
1659,30047,MT,Lake County,33338.0
1660,30049,MT,Lewis and Clark County,75011.0
1661,30051,MT,Liberty County,1974.0
1662,30053,MT,Lincoln County,21895.0
1663,30055,MT,McCone County,1676.0
1664,30057,MT,Madison County,9521.0
1665,30059,MT,Meagher County,2071.0
1666,30061,MT,Mineral County,5090.0
1667,30063,MT,Missoula County,121849.0
1668,30065,MT,Musselshell County,5308.0
1669,30067,MT,Park County,17903.0
1670,30069,MT,Petroleum County,554.0
1671,30071,MT,Phillips County,4249.0
1672,30073,MT,Pondera County,6125.0
1673,30075,MT,Powder River County,1743.0
1674,30077,MT,Powell County,7133.0
1675,30079,MT,Prairie County,1112.0
1676,30081,MT,Ravalli County,47738.0
1677,30083,MT,Richland County,11173.0
1678,30085,MT,Roosevelt County,10319.0
1679,30087,MT,Rosebud County,8160.0
1680,30089,MT,Sanders County,13684.0
1681,30091,MT,Sheridan County,3498.0
1682,30093,MT,Silver Bow County,36360.0
1683,30095,MT,Stillwater County,9173.0
1684,30097,MT,Sweet Grass County,3763.0
1685,30099,MT,Teton County,6430.0
1686,30101,MT,Toole County,5133.0
1687,30103,MT,Treasure County,772.0
1688,30105,MT,Valley County,7474.0
1689,30107,MT,Wheatland County,2057.0
1690,30109,MT,Wibaux County,910.0
1691,30111,MT,Yellowstone County,170843.0
1692,31000,NE,Nebraska,1978379.0
1693,31001,NE,Adams County,30899.0
1694,31003,NE,Antelope County,6302.0
1695,31005,NE,Arthur County,412.0
1696,31007,NE,Banner County,674.0
1697,31009,NE,Blaine County,436.0
1698,31011,NE,Boone County,5310.0
1699,31013,NE,Box Butte County,10692.0
1700,31015,NE,Boyd County,1725.0
1701,31017,NE,Brown County,2853.0
1702,31019,NE,Buffalo County,50697.0
1703,31021,NE,Burt County,6727.0
1704,31023,NE,Butler County,8459.0
1705,31025,NE,Cass County,27446.0
1706,31027,NE,Cedar County,8262.0
1707,31029,NE,Chase County,3724.0
1708,31031,NE,Cherry County,5492.0
1709,31033,NE,Cheyenne County,9541.0
1710,31035,NE,Clay County,6116.0
1711,31037,NE,Colfax County,10566.0
1712,31039,NE,Cuming County,8918.0
1713,31041,NE,Custer County,10581.0
1714,31043,NE,Dakota County,21268.0
1715,31045,NE,Dawes County,8133.0
1716,31047,NE,Dawson County,24085.0
1717,31049,NE,Deuel County,1871.0
1718,31051,NE,Dixon County,5491.0
1719,31053,NE,Dodge County,37187.0
1720,31055,NE,Douglas County,589540.0
1721,31057,NE,Dundy County,1561.0
1722,31059,NE,Fillmore County,5548.0
1723,31061,NE,Franklin County,2825.0
1724,31063,NE,Frontier County,2585.0
1725,31065,NE,Furnas County,4556.0
1726,31067,NE,Gage County,21634.0
1727,31069,NE,Garden County,1794.0
1728,31071,NE,Garfield County,1763.0
1729,31073,NE,Gosper County,1847.0
1730,31075,NE,Grant County,565.0
1731,31077,NE,Greeley County,2219.0
1732,31079,NE,Hall County,62197.0
1733,31081,NE,Hamilton County,9537.0
1734,31083,NE,Harlan County,3045.0
1735,31085,NE,Hayes County,846.0
1736,31087,NE,Hitchcock County,2552.0
1737,31089,NE,Holt County,10093.0
1738,31091,NE,Hooker County,679.0
1739,31093,NE,Howard County,6527.0
1740,31095,NE,Jefferson County,7054.0
1741,31097,NE,Johnson County,5198.0
1742,31099,NE,Kearney County,6770.0
1743,31101,NE,Keith County,8113.0
1744,31103,NE,Keya Paha County,805.0
1745,31105,NE,Kimball County,3289.0
1746,31107,NE,Knox County,8298.0
1747,31109,NE,Lancaster County,326716.0
1748,31111,NE,Lincoln County,33365.0
1749,31113,NE,Logan County,655.0
1750,31115,NE,Loup County,592.0
1751,31117,NE,McPherson County,383.0
1752,31119,NE,Madison County,35627.0
1753,31121,NE,Merrick County,7755.0
1754,31123,NE,Morrill County,4504.0
1755,31125,NE,Nance County,3274.0
1756,31127,NE,Nemaha County,7076.0
1757,31129,NE,Nuckolls County,4095.0
1758,31131,NE,Otoe County,16335.0
1759,31133,NE,Pawnee County,2512.0
1760,31135,NE,Perkins County,2795.0
1761,31137,NE,Phelps County,9057.0
1762,31139,NE,Pierce County,7299.0
1763,31141,NE,Platte County,34609.0
1764,31143,NE,Polk County,5228.0
1765,31145,NE,Red Willow County,10457.0
1766,31147,NE,Richardson County,7689.0
1767,31149,NE,Rock County,1271.0
1768,31151,NE,Saline County,14555.0
1769,31153,NE,Sarpy County,199886.0
1770,31155,NE,Saunders County,23463.0
1771,31157,NE,Scotts Bluff County,35699.0
1772,31159,NE,Seward County,17671.0
1773,31161,NE,Sheridan County,4928.0
1774,31163,NE,Sherman County,2983.0
1775,31165,NE,Sioux County,1154.0
1776,31167,NE,Stanton County,5856.0
1777,31169,NE,Thayer County,4829.0
1778,31171,NE,Thomas County,677.0
1779,31173,NE,Thurston County,6557.0
1780,31175,NE,Valley County,4012.0
1781,31177,NE,Washington County,21152.0
1782,31179,NE,Wayne County,9874.0
1783,31181,NE,Webster County,3351.0
1784,31183,NE,Wheeler County,775.0
1785,31185,NE,York County,14356.0
1786,32000,NV,Nevada,3194176.0
1787,32001,NV,Churchill County,25803.0
1788,32003,NV,Clark County,2336573.0
1789,32005,NV,Douglas County,49545.0
1790,32007,NV,Elko County,54293.0
1791,32009,NV,Esmeralda County,736.0
1792,32011,NV,Eureka County,1917.0
1793,32013,NV,Humboldt County,17136.0
1794,32015,NV,Lander County,5769.0
1795,32017,NV,Lincoln County,4452.0
1796,32019,NV,Lyon County,62583.0
1797,32021,NV,Mineral County,4528.0
1798,32023,NV,Nye County,55720.0
1799,32027,NV,Pershing County,6364.0
1800,32029,NV,Storey County,4177.0
1801,32031,NV,Washoe County,498022.0
1802,32033,NV,White Pine County,8522.0
1803,32510,NV,Carson City,58036.0
1804,33000,NH,New Hampshire,1402054.0
1805,33001,NH,Belknap County,65027.0
1806,33003,NH,Carroll County,52448.0
1807,33005,NH,Cheshire County,77703.0
1808,33007,NH,Coos County,31372.0
1809,33009,NH,Grafton County,93146.0
1810,33011,NH,Hillsborough County,427354.0
1811,33013,NH,Merrimack County,157103.0
1812,33015,NH,Rockingham County,320689.0
1813,33017,NH,Strafford County,133243.0
1814,33019,NH,Sullivan County,43969.0
1815,34000,NJ,New Jersey,9290841.0
1816,34001,NJ,Atlantic County,275213.0
1817,34003,NJ,Bergen County,957736.0
1818,34005,NJ,Burlington County,469167.0
1819,34007,NJ,Camden County,527196.0
1820,34009,NJ,Cape May County,94610.0
1821,34011,NJ,Cumberland County,152326.0
1822,34013,NJ,Essex County,851117.0
1823,34015,NJ,Gloucester County,308423.0
1824,34017,NJ,Hudson County,705472.0
1825,34019,NJ,Hunterdon County,130183.0
1826,34021,NJ,Mercer County,381671.0
1827,34023,NJ,Middlesex County,863623.0
1828,34025,NJ,Monmouth County,642799.0
1829,34027,NJ,Morris County,514423.0
1830,34029,NJ,Ocean County,659197.0
1831,34031,NJ,Passaic County,513395.0
1832,34033,NJ,Salem County,65338.0
1833,34035,NJ,Somerset County,348842.0
1834,34037,NJ,Sussex County,146132.0
1835,34039,NJ,Union County,572726.0
1836,34041,NJ,Warren County,111252.0
1837,35000,NM,New Mexico,2114371.0
1838,35001,NM,Bernalillo County,671586.0
1839,35003,NM,Catron County,3825.0
1840,35005,NM,Chaves County,63561.0
1841,35006,NM,Cibola County,26780.0
1842,35007,NM,Colfax County,12255.0
1843,35009,NM,Curry County,47222.0
1844,35011,NM,De Baca County,1657.0
1845,35013,NM,Doña Ana County,225210.0
1846,35015,NM,Eddy County,60275.0
1847,35017,NM,Grant County,27472.0
1848,35019,NM,Guadalupe County,4292.0
1849,35021,NM,Harding County,624.0
1850,35023,NM,Hidalgo County,3965.0
1851,35025,NM,Lea County,72101.0
1852,35027,NM,Lincoln County,20029.0
1853,35028,NM,Los Alamos County,19444.0
1854,35029,NM,Luna County,25316.0
1855,35031,NM,McKinley County,68797.0
1856,35033,NM,Mora County,4123.0
1857,35035,NM,Otero County,68835.0
1858,35037,NM,Quay County,8510.0
1859,35039,NM,Rio Arriba County,39876.0
1860,35041,NM,Roosevelt County,18787.0
1861,35043,NM,Sandoval County,155936.0
1862,35045,NM,San Juan County,120675.0
1863,35047,NM,San Miguel County,26668.0
1864,35049,NM,Santa Fe County,155956.0
1865,35051,NM,Sierra County,11488.0
1866,35053,NM,Socorro County,15963.0
1867,35055,NM,Taos County,34405.0
1868,35057,NM,Torrance County,15633.0
1869,35059,NM,Union County,3964.0
1870,35061,NM,Valencia County,79141.0
1871,36000,NY,New York,19571216.0
1872,36001,NY,Albany County,316659.0
1873,36003,NY,Allegany County,46651.0
1874,36005,NY,Bronx County,1356476.0
1875,36007,NY,Broome County,196077.0
1876,36009,NY,Cattaraugus County,75600.0
1877,36011,NY,Cayuga County,74485.0
1878,36013,NY,Chautauqua County,124891.0
1879,36015,NY,Chemung County,81325.0
1880,36017,NY,Chenango County,45920.0
1881,36019,NY,Clinton County,78115.0
1882,36021,NY,Columbia County,60470.0
1883,36023,NY,Cortland County,45752.0
1884,36025,NY,Delaware County,44410.0
1885,36027,NY,Dutchess County,297150.0
1886,36029,NY,Erie County,946147.0
1887,36031,NY,Essex County,36775.0
1888,36033,NY,Franklin County,46502.0
1889,36035,NY,Fulton County,52234.0
1890,36037,NY,Genesee County,57529.0
1891,36039,NY,Greene County,47062.0
1892,36041,NY,Hamilton County,5082.0
1893,36043,NY,Herkimer County,59484.0
1894,36045,NY,Jefferson County,114787.0
1895,36047,NY,Kings County,2561225.0
1896,36049,NY,Lewis County,26548.0
1897,36051,NY,Livingston County,61158.0
1898,36053,NY,Madison County,66921.0
1899,36055,NY,Monroe County,748482.0
1900,36057,NY,Montgomery County,49368.0
1901,36059,NY,Nassau County,1381715.0
1902,36061,NY,New York County,1597451.0
1903,36063,NY,Niagara County,209457.0
1904,36065,NY,Oneida County,227555.0
1905,36067,NY,Onondaga County,467873.0
1906,36069,NY,Ontario County,112494.0
1907,36071,NY,Orange County,407470.0
1908,36073,NY,Orleans County,39124.0
1909,36075,NY,Oswego County,118162.0
1910,36077,NY,Otsego County,60126.0
1911,36079,NY,Putnam County,98060.0
1912,36081,NY,Queens County,2252196.0
1913,36083,NY,Rensselaer County,159305.0
1914,36085,NY,Richmond County,490687.0
1915,36087,NY,Rockland County,340807.0
1916,36089,NY,St. Lawrence County,106940.0
1917,36091,NY,Saratoga County,238711.0
1918,36093,NY,Schenectady County,159902.0
1919,36095,NY,Schoharie County,30105.0
1920,36097,NY,Schuyler County,17507.0
1921,36099,NY,Seneca County,32349.0
1922,36101,NY,Steuben County,92162.0
1923,36103,NY,Suffolk County,1523170.0
1924,36105,NY,Sullivan County,79920.0
1925,36107,NY,Tioga County,47715.0
1926,36109,NY,Tompkins County,103558.0
1927,36111,NY,Ulster County,182333.0
1928,36113,NY,Warren County,65380.0
1929,36115,NY,Washington County,60047.0
1930,36117,NY,Wayne County,90829.0
1931,36119,NY,Westchester County,990817.0
1932,36121,NY,Wyoming County,39532.0
1933,36123,NY,Yates County,24472.0
1934,37000,NC,North Carolina,10835491.0
1935,37001,NC,Alamance County,179165.0
1936,37003,NC,Alexander County,36473.0
1937,37005,NC,Alleghany County,11342.0
1938,37007,NC,Anson County,21897.0
1939,37009,NC,Ashe County,27063.0
1940,37011,NC,Avery County,17561.0
1941,37013,NC,Beaufort County,44481.0
1942,37015,NC,Bertie County,16922.0
1943,37017,NC,Bladen County,29484.0
1944,37019,NC,Brunswick County,159964.0
1945,37021,NC,Buncombe County,275901.0
1946,37023,NC,Burke County,88338.0
1947,37025,NC,Cabarrus County,240016.0
1948,37027,NC,Caldwell County,80574.0
1949,37029,NC,Camden County,11137.0
1950,37031,NC,Carteret County,69615.0
1951,37033,NC,Caswell County,22807.0
1952,37035,NC,Catawba County,164645.0
1953,37037,NC,Chatham County,81624.0
1954,37039,NC,Cherokee County,29959.0
1955,37041,NC,Chowan County,13891.0
1956,37043,NC,Clay County,11864.0
1957,37045,NC,Cleveland County,101378.0
1958,37047,NC,Columbus County,50121.0
1959,37049,NC,Craven County,102391.0
1960,37051,NC,Cumberland County,337890.0
1961,37053,NC,Currituck County,31593.0
1962,37055,NC,Dare County,38110.0
1963,37057,NC,Davidson County,174804.0
1964,37059,NC,Davie County,44599.0
1965,37061,NC,Duplin County,49520.0
1966,37063,NC,Durham County,336892.0
1967,37065,NC,Edgecombe County,48832.0
1968,37067,NC,Forsyth County,392921.0
1969,37069,NC,Franklin County,77001.0
1970,37071,NC,Gaston County,237242.0
1971,37073,NC,Gates County,10343.0
1972,37075,NC,Graham County,8052.0
1973,37077,NC,Granville County,62192.0
1974,37079,NC,Greene County,20530.0
1975,37081,NC,Guilford County,549866.0
1976,37083,NC,Halifax County,47298.0
1977,37085,NC,Harnett County,141477.0
1978,37087,NC,Haywood County,62969.0
1979,37089,NC,Henderson County,119230.0
1980,37091,NC,Hertford County,19453.0
1981,37093,NC,Hoke County,54446.0
1982,37095,NC,Hyde County,4607.0
1983,37097,NC,Iredell County,199710.0
1984,37099,NC,Jackson County,44574.0
1985,37101,NC,Johnston County,241955.0
1986,37103,NC,Jones County,9401.0
1987,37105,NC,Lee County,67059.0
1988,37107,NC,Lenoir County,54895.0
1989,37109,NC,Lincoln County,95675.0
1990,37111,NC,McDowell County,44893.0
1991,37113,NC,Macon County,38412.0
1992,37115,NC,Madison County,22071.0
1993,37117,NC,Martin County,21447.0
1994,37119,NC,Mecklenburg County,1163701.0
1995,37121,NC,Mitchell County,14999.0
1996,37123,NC,Montgomery County,26085.0
1997,37125,NC,Moore County,106898.0
1998,37127,NC,Nash County,96551.0
1999,37129,NC,New Hanover County,238852.0
2000,37131,NC,Northampton County,16715.0
2001,37133,NC,Onslow County,213676.0
2002,37135,NC,Orange County,150626.0
2003,37137,NC,Pamlico County,12423.0
2004,37139,NC,Pasquotank County,41444.0
2005,37141,NC,Pender County,68521.0
2006,37143,NC,Perquimans County,13377.0
2007,37145,NC,Person County,39737.0
2008,37147,NC,Pitt County,175119.0
2009,37149,NC,Polk County,20060.0
2010,37151,NC,Randolph County,147458.0
2011,37153,NC,Richmond County,42324.0
2012,37155,NC,Robeson County,117365.0
2013,37157,NC,Rockingham County,92518.0
2014,37159,NC,Rowan County,151661.0
2015,37161,NC,Rutherford County,65507.0
2016,37163,NC,Sampson County,59601.0
2017,37165,NC,Scotland County,34376.0
2018,37167,NC,Stanly County,65699.0
2019,37169,NC,Stokes County,45532.0
2020,37171,NC,Surry County,71462.0
2021,37173,NC,Swain County,13916.0
2022,37175,NC,Transylvania County,33549.0
2023,37177,NC,Tyrrell County,3461.0
2024,37179,NC,Union County,256452.0
2025,37181,NC,Vance County,42301.0
2026,37183,NC,Wake County,1190275.0
2027,37185,NC,Warren County,18836.0
2028,37187,NC,Washington County,10713.0
2029,37189,NC,Watauga County,54748.0
2030,37191,NC,Wayne County,118686.0
2031,37193,NC,Wilkes County,66013.0
2032,37195,NC,Wilson County,78970.0
2033,37197,NC,Yadkin County,37774.0
2034,37199,NC,Yancey County,18938.0
2035,38000,ND,North Dakota,783926.0
2036,38001,ND,Adams County,2163.0
2037,38003,ND,Barnes County,10726.0
2038,38005,ND,Benson County,5745.0
2039,38007,ND,Billings County,1034.0
2040,38009,ND,Bottineau County,6349.0
2041,38011,ND,Bowman County,2867.0
2042,38013,ND,Burke County,2134.0
2043,38015,ND,Burleigh County,100012.0
2044,38017,ND,Cass County,196362.0
2045,38019,ND,Cavalier County,3596.0
2046,38021,ND,Dickey County,4900.0
2047,38023,ND,Divide County,2135.0
2048,38025,ND,Dunn County,4019.0
2049,38027,ND,Eddy County,2263.0
2050,38029,ND,Emmons County,3224.0
2051,38031,ND,Foster County,3309.0
2052,38033,ND,Golden Valley County,1743.0
2053,38035,ND,Grand Forks County,72708.0
2054,38037,ND,Grant County,2215.0
2055,38039,ND,Griggs County,2248.0
2056,38041,ND,Hettinger County,2415.0
2057,38043,ND,Kidder County,2342.0
2058,38045,ND,LaMoure County,4096.0
2059,38047,ND,Logan County,1869.0
2060,38049,ND,McHenry County,5131.0
2061,38051,ND,McIntosh County,2488.0
2062,38053,ND,McKenzie County,14252.0
2063,38055,ND,McLean County,9832.0
2064,38057,ND,Mercer County,8309.0
2065,38059,ND,Morton County,33895.0
2066,38061,ND,Mountrail County,9383.0
2067,38063,ND,Nelson County,2991.0
2068,38065,ND,Oliver County,1879.0
2069,38067,ND,Pembina County,6661.0
2070,38069,ND,Pierce County,3902.0
2071,38071,ND,Ramsey County,11463.0
2072,38073,ND,Ransom County,5603.0
2073,38075,ND,Renville County,2279.0
2074,38077,ND,Richland County,16558.0
2075,38079,ND,Rolette County,11728.0
2076,38081,ND,Sargent County,3776.0
2077,38083,ND,Sheridan County,1266.0
2078,38085,ND,Sioux County,3643.0
2079,38087,ND,Slope County,674.0
2080,38089,ND,Stark County,33001.0
2081,38091,ND,Steele County,1782.0
2082,38093,ND,Stutsman County,21392.0
2083,38095,ND,Towner County,2030.0
2084,38097,ND,Traill County,7908.0
2085,38099,ND,Walsh County,10305.0
2086,38101,ND,Ward County,68332.0
2087,38103,ND,Wells County,3876.0
2088,38105,ND,Williams County,39113.0
2089,39000,OH,Ohio,11785935.0
2090,39001,OH,Adams County,27521.0
2091,39003,OH,Allen County,100838.0
2092,39005,OH,Ashland County,52190.0
2093,39007,OH,Ashtabula County,96845.0
2094,39009,OH,Athens County,62706.0
2095,39011,OH,Auglaize County,46050.0
2096,39013,OH,Belmont County,64918.0
2097,39015,OH,Brown County,43777.0
2098,39017,OH,Butler County,393043.0
2099,39019,OH,Carroll County,26758.0
2100,39021,OH,Champaign County,38845.0
2101,39023,OH,Clark County,134610.0
2102,39025,OH,Clermont County,211972.0
2103,39027,OH,Clinton County,41938.0
2104,39029,OH,Columbiana County,100182.0
2105,39031,OH,Coshocton County,36869.0
2106,39033,OH,Crawford County,41529.0
2107,39035,OH,Cuyahoga County,1233088.0
2108,39037,OH,Darke County,51415.0
2109,39039,OH,Defiance County,38315.0
2110,39041,OH,Delaware County,231636.0
2111,39043,OH,Erie County,74035.0
2112,39045,OH,Fairfield County,165360.0
2113,39047,OH,Fayette County,28817.0
2114,39049,OH,Franklin County,1326063.0
2115,39051,OH,Fulton County,42007.0
2116,39053,OH,Gallia County,28986.0
2117,39055,OH,Geauga County,95407.0
2118,39057,OH,Greene County,169691.0
2119,39059,OH,Guernsey County,38089.0
2120,39061,OH,Hamilton County,827058.0
2121,39063,OH,Hancock County,74704.0
2122,39065,OH,Hardin County,30368.0
2123,39067,OH,Harrison County,14159.0
2124,39069,OH,Henry County,27520.0
2125,39071,OH,Highland County,43614.0
2126,39073,OH,Hocking County,27540.0
2127,39075,OH,Holmes County,44386.0
2128,39077,OH,Huron County,58199.0
2129,39079,OH,Jackson County,32606.0
2130,39081,OH,Jefferson County,64026.0
2131,39083,OH,Knox County,63320.0
2132,39085,OH,Lake County,231640.0
2133,39087,OH,Lawrence County,56118.0
2134,39089,OH,Licking County,183201.0
2135,39091,OH,Logan County,46057.0
2136,39093,OH,Lorain County,317910.0
2137,39095,OH,Lucas County,425484.0
2138,39097,OH,Madison County,44602.0
2139,39099,OH,Mahoning County,225596.0
2140,39101,OH,Marion County,64851.0
2141,39103,OH,Medina County,184042.0
2142,39105,OH,Meigs County,21767.0
2143,39107,OH,Mercer County,42439.0
2144,39109,OH,Miami County,110876.0
2145,39111,OH,Monroe County,13153.0
2146,39113,OH,Montgomery County,533796.0
2147,39115,OH,Morgan County,13646.0
2148,39117,OH,Morrow County,35595.0
2149,39119,OH,Muskingum County,86305.0
2150,39121,OH,Noble County,14311.0
2151,39123,OH,Ottawa County,39803.0
2152,39125,OH,Paulding County,18706.0
2153,39127,OH,Perry County,35551.0
2154,39129,OH,Pickaway County,61086.0
2155,39131,OH,Pike County,27001.0
2156,39133,OH,Portage County,162665.0
2157,39135,OH,Preble County,40556.0
2158,39137,OH,Putnam County,34199.0
2159,39139,OH,Richland County,125064.0
2160,39141,OH,Ross County,76501.0
2161,39143,OH,Sandusky County,58709.0
2162,39145,OH,Scioto County,71969.0
2163,39147,OH,Seneca County,54527.0
2164,39149,OH,Shelby County,47765.0
2165,39151,OH,Stark County,372716.0
2166,39153,OH,Summit County,535733.0
2167,39155,OH,Trumbull County,200373.0
2168,39157,OH,Tuscarawas County,91874.0
2169,39159,OH,Union County,69637.0
2170,39161,OH,Van Wert County,28704.0
2171,39163,OH,Vinton County,12474.0
2172,39165,OH,Warren County,252148.0
2173,39167,OH,Washington County,58577.0
2174,39169,OH,Wayne County,116510.0
2175,39171,OH,Williams County,36591.0
2176,39173,OH,Wood County,132650.0
2177,39175,OH,Wyandot County,21457.0
2178,40000,OK,Oklahoma,4053824.0
2179,40001,OK,Adair County,19627.0
2180,40003,OK,Alfalfa County,5673.0
2181,40005,OK,Atoka County,14525.0
2182,40007,OK,Beaver County,5018.0
2183,40009,OK,Beckham County,22042.0
2184,40011,OK,Blaine County,8539.0
2185,40013,OK,Bryan County,48967.0
2186,40015,OK,Caddo County,26214.0
2187,40017,OK,Canadian County,175829.0
2188,40019,OK,Carter County,48596.0
